"","x"
"6378","13-26626"
"6379","13-27974"
"6380","13-20079"
"6381","13-20421"
"6382","13-21324"
"6383","13-21771"
"6384","13-22603"
"6385","13-23030"
"6386","13-23678"
"6387","13-24635"
"6388","13-26141"
"6389","13-26963"
"6390","13-27977"
"6391","14-1303"
"6392","14-2050"
"6393","14-4451"
"6394","14-6376"
"6395","14-7417"
"6396","14-8307"
"6397","14-9767"
"6398","14-9938"
"6399","14-1315"
"6400","14-2062"
"6401","14-4460"
"6402","14-6547"
"6403","14-7421"
"6404","14-8310"
"6405","14-9671"
"6406","14-9771"
"6407","14-10050"
"6408","14-1561"
"6409","14-5214"
"6410","14-7436"
"6411","14-9734"
"6412","14-9774"
"6413","14-10447"
"6414","14-1637"
"6415","14-2310"
"6416","14-5217"
"6417","14-6705"
"6418","14-7450"
"6419","14-8532"
"6420","14-9546"
"6421","14-9743"
"6422","14-9810"
"6423","14-10548"
"6424","13-28421"
"6425","14-230"
"6426","14-1646"
"6427","MS-201"
"6428","14-5843"
"6429","14-6809"
"6430","14-8130"
"6431","14-8535"
"6432","14-9563"
"6433","14-9745"
"6434","14-9836"
"6435","14-8314"
"6436","14-978"
"6437","14-1846"
"6438","14-5861"
"6439","14-6851"
"6440","MS-203"
"6441","14-8555"
"6442","14-9565"
"6443","14-9754"
"6444","14-9878"
"6445","14-9435"
"6446","14-1231"
"6447","14-1863"
"6448","14-4105"
"6449","14-6356"
"6450","14-7166"
"6451","14-8179"
"6452","14-8623"
"6453","14-9763"
"6454","14-9921"
"6455","14-11307"
"6456","14-1234"
"6457","14-1866"
"6458","14-4202"
"6459","MS-202"
"6460","14-7274"
"6461","14-8222"
"6462","14-8827"
"6463","14-9635"
"6464","14-9764"
"6465","14-28259"
"6466","14-11113"
"6467","14-11772"
"6468","14-11931"
"6469","14-12426"
"6470","14-12802"
"6471","14-15831"
"6472","14-16354"
"6473","14-17724"
"6474","14-19564"
"6475","GOLD-COIN"
"6476","14-10752"
"6477","14-11130"
"6478","14-11954"
"6479","14-12438"
"6480","14-12808"
"6481","14-16511"
"6482","14-18134"
"6483","GENESEE-GIANT"
"6484","14-10806"
"6485","14-11131"
"6486","14-11834"
"6487","14-11956"
"6488","14-12446"
"6489","14-12902"
"6490","14-16141"
"6491","14-16535"
"6492","14-18515"
"6493","PRIDE-OF-GENESEE"
"6494","14-10910"
"6495","14-11267"
"6496","14-11848"
"6497","MS-206"
"6498","14-12447"
"6499","14-13103"
"6500","14-16147"
"6501","14-16554"
"6502","14-19401"
"6503","14-20056"
"6504","VERMONT-WINTER-REEDS"
"6505","14-10603"
"6506","14-10911"
"6507","14-11904"
"6508","14-12166"
"6509","14-12467"
"6510","14-13962"
"6511","MS-207"
"6512","14-16577"
"6513","RED-FIFE"
"6514","14-10607"
"6515","14-10928"
"6516","MS-205"
"6517","14-12338"
"6518","14-12518"
"6519","14-14431"
"6520","14-16178"
"6521","14-16964"
"6522","14-19433"
"6523","ARAPAHOE"
"6524","FORWARD"
"6525","MS-204"
"6526","14-11018"
"6527","14-11718"
"6528","14-11916"
"6529","14-12346"
"6530","14-12560"
"6531","14-15758"
"6532","14-16228"
"6533","14-17119"
"6534","AMERICAN-BANNER"
"6535","HONOR"
"6536","14-10703"
"6537","MS-209"
"6538","14-11928"
"6539","14-12407"
"6540","14-12801"
"6541","14-15811"
"6542","14-16254"
"6543","14-17151"
"6544","14-19514"
"6545","VALPRIZE"
"6546","14-20452"
"6547","14-20965"
"6548","14-21739"
"6549","14-22460"
"6550","14-22955"
"6551","14-24055"
"6552","14-24915"
"6553","14-25649"
"6554","14-26568"
"6555","YORKSTAR"
"6556","14-20471"
"6557","14-21254"
"6558","MS-210"
"6559","14-22544"
"6560","14-22957"
"6561","14-24058"
"6562","14-25670"
"6563","14-26301"
"6564","14-26571"
"6565","FREDERICK"
"6566","TURKEY-RED"
"6567","14-21255"
"6568","14-22561"
"6569","14-23023"
"6570","14-24074"
"6571","14-25037"
"6572","14-25676"
"6573","14-26367"
"6574","14-26573"
"6575","ARROW"
"6576","14-20832"
"6577","14-21433"
"6578","14-22145"
"6579","14-22730"
"6580","14-24241"
"6581","14-25060"
"6582","14-25762"
"6583","14-26374"
"6584","14-26662"
"6585","SUSQUEHANNA"
"6586","14-20238"
"6587","14-21447"
"6588","14-22167"
"6589","14-22731"
"6590","14-23065"
"6591","14-24614"
"6592","14-25063"
"6593","14-25834"
"6594","14-26378"
"6595","GOLDEN"
"6596","JENSEN"
"6597","14-20322"
"6598","14-20870"
"6599","14-21514"
"6600","MS-211"
"6601","14-22933"
"6602","14-23405"
"6603","14-24618"
"6604","MS-212"
"6605","14-25866"
"6606","14-26434"
"6607","CLARKS-CREAM"
"6608","MEDINA"
"6609","14-20323"
"6610","14-20913"
"6611","14-22411"
"6612","14-22938"
"6613","14-24023"
"6614","14-24631"
"6615","14-25263"
"6616","14-26436"
"6617","YORKWIN"
"6618","14-20326"
"6619","14-21734"
"6620","14-22954"
"6621","14-24651"
"6622","14-25374"
"6623","14-26074"
"6624","14-26457"
"6625","GENESEE"
"6626","ERIE"
"6627","14-26751"
"6628","14-26919"
"6629","14-27217"
"6630","14-28014"
"6631","14-28166"
"6632","14-28251"
"6633","14-28452"
"6634","14-29134"
"6635","14-29271"
"6636","14-26944"
"6637","14-27266"
"6638","14-28042"
"6639","14-28303"
"6640","14-29137"
"6641","14-29305"
"6642","14-29430"
"6643","MO130203"
"6644","14-26764"
"6645","14-26945"
"6646","14-27275"
"6647","14-28110"
"6648","14-29138"
"6649","14-29313"
"6650","GA081628-G1-G2-G1-G23"
"6651","MO131838"
"6652","14-26769"
"6653","14-26950"
"6654","14-27319"
"6655","14-28119"
"6656","14-28317"
"6657","14-28507"
"6658","14-29175"
"6659","14-29350"
"6660","14-29439"
"6661","P0527A1-9-14-4-3-1-1"
"6662","14-26663"
"6663","14-26809"
"6664","14-26951"
"6665","14-27641"
"6666","14-28121"
"6667","14-28229"
"6668","14-28350"
"6669","14-28510"
"6670","14-29205"
"6671","14-29364"
"6672","14-26674"
"6673","14-26815"
"6674","14-27006"
"6675","14-27965"
"6676","14-28142"
"6677","14-28628"
"6678","14-29227"
"6679","ES12-1275"
"6680","14-26706"
"6681","14-26818"
"6682","14-27210"
"6683","14-27976"
"6684","14-28144"
"6685","14-28235"
"6686","14-28445"
"6687","14-29230"
"6688","14-29374"
"6689","KY04C-2006-41-1-1"
"6690","14-26734"
"6691","14-26858"
"6692","14-27216"
"6693","14-28002"
"6694","14-28448"
"6695","14-29102"
"6696","14-29247"
"6697","KY-X08C-1074-48-7-5"
"6698","14-29544"
"6699","14-29653"
"6700","14-30045"
"6701","14-30576"
"6702","14-31154"
"6703","14-31763"
"6704","14-12-12824"
"6705","14-DC-109-119-85"
"6706","14-26726"
"6707","14-29655"
"6708","14-31162"
"6709","14-31766"
"6710","14-DC-64-95-220"
"6711","14-29074"
"6712","14-30377"
"6713","14-31367"
"6714","14-32166"
"6715","14-DC-123-90-1"
"6716","14-DC-64-95-224"
"6717","14-DC-109-119-99"
"6718","14-29545"
"6719","14-29572"
"6720","14-29735"
"6721","14-30478"
"6722","14-30768"
"6723","14-DC-64-95-43"
"6724","14-DC-108-75-4"
"6725","11-8141"
"6726","14-29507"
"6727","14-29609"
"6728","14-29738"
"6729","14-30518"
"6730","14-30772"
"6731","14-32710"
"6732","14-DC-109-119-11"
"6733","14-DC-108-75-38"
"6734","14-29514"
"6735","14-29628"
"6736","14-29739"
"6737","14-30545"
"6738","14-30779"
"6739","14-32729"
"6740","14-DC-64-95-121"
"6741","14-DC-108-75-78"
"6742","13-1910"
"6743","14-29638"
"6744","14-29750"
"6745","14-30550"
"6746","14-30964"
"6747","14-31731"
"6748","14-33854"
"6749","14-DC-64-95-183"
"6750","14-DC-109-119-15"
"6751","14-09-3264T-1"
"6752","14-29538"
"6753","14-29765"
"6754","14-30553"
"6755","14-31127"
"6756","14-31734"
"6757","14-11445-CU-10"
"6758","14-DC-109-119-56"
"6759","14-1960"
"6760","13-4164"
"6761","02-19463-7"
"6762","12-8512"
"6763","12-17428"
"6764","12-30879"
"6765","13-7027"
"6766","13-13-2CU"
"6767","MO080104"
"6768","OH11-118-18"
"6769","PEMBROKE14"
"6770","KY09C-0053-28-9-3"
"6771","02-19463-8"
"6772","12-8545"
"6773","12-17839"
"6774","12-36166"
"6775","OH10-316-20"
"6776","MO151062"
"6777","P05247A1-7-3-114"
"6778","P08C-1077-9-12-1"
"6779","11-6543"
"6780","12-8662"
"6781","12-21235"
"6782","13-1658"
"6783","MO150624"
"6784","12-13746"
"6785","12-21624"
"6786","13-2255"
"6787","P05247A1-7-3-108-2"
"6788","MO151156"
"6789","OH12-223-12"
"6790","W1104"
"6791","MO150319"
"6792","OH12-319-13"
"6793","13-26034"
"6794","P08C-1070-74-20-1"
"6795","OH12-140-13"
"6796","06-23571"
"6797","12-5110"
"6798","12-17224"
"6799","12-26448"
"6800","13-2947"
"6801","P04620A1-1-7-4-17"
"6802","P0566A1-3-1-6"
"6803","KY09C-0049-25-16-5"
"6804","13-27973"
"6805","12-7918"
"6806","12-17257"
"6807","12-28257"
"6808","13-5228"
"6809","13-28906"
"6810","MO141108"
"6811","KY09C-1024-95-19-3"
"6812","P09-0259-110-13-5"
"6813","15-248"
"6814","15-524"
"6815","15-766"
"6816","15-1251"
"6817","15-1427"
"6818","15-1916"
"6819","15-2067"
"6820","15-2171"
"6821","15-2612"
"6822","15-2928"
"6823","15-3355"
"6824","15-416"
"6825","15-660"
"6826","15-1261"
"6827","15-1446"
"6828","15-1921"
"6829","15-2205"
"6830","15-2933"
"6831","15-3533"
"6832","15-121"
"6833","15-427"
"6834","15-777"
"6835","15-1615"
"6836","15-2107"
"6837","15-2676"
"6838","15-2936"
"6839","15-3744"
"6840","15-127"
"6841","15-433"
"6842","15-674"
"6843","15-868"
"6844","15-1831"
"6845","15-1948"
"6846","15-2123"
"6847","15-2834"
"6848","15-3020"
"6849","15-167"
"6850","15-438"
"6851","15-676"
"6852","15-916"
"6853","15-1308"
"6854","15-1851"
"6855","15-1972"
"6856","15-2126"
"6857","15-2222"
"6858","15-4154"
"6859","15-215"
"6860","15-457"
"6861","15-702"
"6862","15-1054"
"6863","15-1316"
"6864","15-1860"
"6865","15-2137"
"6866","15-2864"
"6867","15-4169"
"6868","15-228"
"6869","15-465"
"6870","15-703"
"6871","15-1232"
"6872","15-1322"
"6873","15-2028"
"6874","15-4228"
"6875","15-232"
"6876","15-509"
"6877","15-736"
"6878","15-1247"
"6879","15-1406"
"6880","15-1876"
"6881","15-2045"
"6882","15-2162"
"6883","15-2533"
"6884","15-2878"
"6885","15-3051"
"6886","15-4315"
"6887","15-5009"
"6888","15-6351"
"6889","15-8156"
"6890","15-8647"
"6891","15-9347"
"6892","15-10237"
"6893","15-10449"
"6894","15-10526"
"6895","15-11679"
"6896","15-12526"
"6897","15-4862"
"6898","15-5328"
"6899","15-6371"
"6900","15-8176"
"6901","15-8649"
"6902","15-9366"
"6903","15-10453"
"6904","15-10532"
"6905","15-11718"
"6906","15-12528"
"6907","15-4429"
"6908","15-4866"
"6909","15-5722"
"6910","15-6410"
"6911","15-8238"
"6912","15-8713"
"6913","15-9376"
"6914","15-10358"
"6915","15-10454"
"6916","15-10562"
"6917","15-11720"
"6918","15-12558"
"6919","15-4441"
"6920","15-4917"
"6921","15-5814"
"6922","15-6671"
"6923","15-8314"
"6924","15-9063"
"6925","15-9636"
"6926","15-10367"
"6927","15-10464"
"6928","15-10568"
"6929","15-12009"
"6930","15-12647"
"6931","15-4450"
"6932","15-4928"
"6933","15-5815"
"6934","15-6731"
"6935","15-9114"
"6936","15-10216"
"6937","15-10421"
"6938","15-10470"
"6939","15-10608"
"6940","15-12179"
"6941","15-12662"
"6942","15-4452"
"6943","15-4931"
"6944","15-5936"
"6945","15-6766"
"6946","15-8561"
"6947","15-9126"
"6948","15-10218"
"6949","15-10432"
"6950","15-10508"
"6951","15-10632"
"6952","15-12508"
"6953","15-12664"
"6954","15-4467"
"6955","15-4938"
"6956","15-5952"
"6957","15-8619"
"6958","15-9322"
"6959","15-10222"
"6960","15-10434"
"6961","15-10514"
"6962","15-10636"
"6963","15-12509"
"6964","15-13113"
"6965","15-4476"
"6966","15-5977"
"6967","15-8638"
"6968","15-9336"
"6969","15-10234"
"6970","15-10441"
"6971","15-10515"
"6972","15-11657"
"6973","15-12520"
"6974","15-13120"
"6975","15-13550"
"6976","15-14525"
"6977","15-16110"
"6978","15-16837"
"6979","15-17821"
"6980","15-18735"
"6981","15-19644"
"6982","15-21373"
"6983","15-21735"
"6984","15-22308"
"6985","15-14120"
"6986","15-14628"
"6987","15-16371"
"6988","15-16848"
"6989","15-17271"
"6990","15-17909"
"6991","15-19652"
"6992","15-21572"
"6993","15-21775"
"6994","15-22309"
"6995","15-13135"
"6996","15-14124"
"6997","15-15460"
"6998","15-16850"
"6999","15-17275"
"7000","15-19046"
"7001","15-20316"
"7002","15-21573"
"7003","15-21815"
"7004","15-22323"
"7005","15-13147"
"7006","15-14126"
"7007","15-15466"
"7008","15-16544"
"7009","15-16852"
"7010","15-17316"
"7011","15-17934"
"7012","15-19077"
"7013","15-20331"
"7014","15-21639"
"7015","15-21842"
"7016","15-22324"
"7017","15-13159"
"7018","15-14151"
"7019","15-15476"
"7020","15-16559"
"7021","15-16861"
"7022","15-17327"
"7023","15-18365"
"7024","15-19121"
"7025","15-20763"
"7026","15-21653"
"7027","15-21863"
"7028","15-22609"
"7029","15-13174"
"7030","15-14157"
"7031","15-15506"
"7032","15-16618"
"7033","15-16864"
"7034","15-17359"
"7035","15-18520"
"7036","15-20860"
"7037","15-21655"
"7038","15-21929"
"7039","15-22726"
"7040","15-13179"
"7041","15-14333"
"7042","15-15652"
"7043","15-16820"
"7044","15-17229"
"7045","15-17448"
"7046","15-20967"
"7047","15-21667"
"7048","15-22275"
"7049","15-22743"
"7050","15-13464"
"7051","15-14512"
"7052","15-15842"
"7053","15-16823"
"7054","15-17230"
"7055","15-17605"
"7056","15-19630"
"7057","15-20968"
"7058","15-22279"
"7059","15-22834"
"7060","15-23265"
"7061","15-24146"
"7062","15-25742"
"7063","15-26235"
"7064","15-26875"
"7065","15-28176"
"7066","15-28558"
"7067","15-28872"
"7068","15-29442"
"7069","15-29530"
"7070","15-29859"
"7071","15-23561"
"7072","15-24161"
"7073","15-25757"
"7074","15-26451"
"7075","15-27238"
"7076","15-28202"
"7077","15-28604"
"7078","15-29164"
"7079","15-29443"
"7080","15-29543"
"7081","15-29860"
"7082","15-22849"
"7083","15-23771"
"7084","15-24748"
"7085","15-25762"
"7086","15-26470"
"7087","15-27263"
"7088","15-28218"
"7089","15-28620"
"7090","15-29214"
"7091","15-29452"
"7092","15-29572"
"7093","15-29924"
"7094","15-22858"
"7095","15-25160"
"7096","15-25816"
"7097","15-26665"
"7098","15-28224"
"7099","15-28624"
"7100","15-29239"
"7101","15-29454"
"7102","15-29573"
"7103","15-29976"
"7104","15-22860"
"7105","15-23876"
"7106","15-25224"
"7107","15-26115"
"7108","15-26676"
"7109","15-28238"
"7110","15-28634"
"7111","15-29261"
"7112","15-29468"
"7113","15-29616"
"7114","15-30015"
"7115","15-22861"
"7116","15-23916"
"7117","15-25436"
"7118","15-26116"
"7119","15-26779"
"7120","15-27822"
"7121","15-28242"
"7122","15-28720"
"7123","15-29364"
"7124","15-29510"
"7125","15-29622"
"7126","15-30020"
"7127","15-23029"
"7128","15-23936"
"7129","15-25679"
"7130","15-26131"
"7131","15-26844"
"7132","15-28127"
"7133","15-28258"
"7134","15-28768"
"7135","15-29430"
"7136","15-29513"
"7137","15-29754"
"7138","15-30044"
"7139","15-23056"
"7140","15-24145"
"7141","15-25713"
"7142","15-26218"
"7143","15-26860"
"7144","15-28146"
"7145","15-28434"
"7146","15-28870"
"7147","15-29439"
"7148","15-29523"
"7149","15-30205"
"7150","15-30726"
"7151","13-1635-1"
"7152","16-453"
"7153","16-756"
"7154","16-1144"
"7155","16-1366"
"7156","16-1525"
"7157","16-1706"
"7158","16-1955"
"7159","16-2162"
"7160","15-30876"
"7161","13-8327-2"
"7162","16-507"
"7163","16-806"
"7164","16-1146"
"7165","16-1378"
"7166","16-1603"
"7167","16-1707"
"7168","16-1974"
"7169","16-2163"
"7170","15-30448"
"7171","15-31262"
"7172","13-8327-3"
"7173","16-120"
"7174","16-509"
"7175","16-819"
"7176","16-1207"
"7177","16-1419"
"7178","16-1607"
"7179","16-1712"
"7180","16-2013"
"7181","16-2166"
"7182","15-30508"
"7183","15-31335"
"7184","13-8327-4"
"7185","16-210"
"7186","16-510"
"7187","16-841"
"7188","16-1247"
"7189","16-1429"
"7190","16-1628"
"7191","16-1844"
"7192","16-2024"
"7193","16-2170"
"7194","15-30521"
"7195","15-31618"
"7196","02-194638-1"
"7197","16-229"
"7198","16-517"
"7199","16-922"
"7200","16-1314"
"7201","16-1433"
"7202","16-1646"
"7203","16-1850"
"7204","16-2173"
"7205","15-30529"
"7206","15-31653"
"7207","02-194638-13"
"7208","16-251"
"7209","16-537"
"7210","16-946"
"7211","16-1316"
"7212","16-1445"
"7213","16-1655"
"7214","16-1922"
"7215","16-2054"
"7216","16-2249"
"7217","15-30554"
"7218","15-31654"
"7219","09-3264-1"
"7220","16-408"
"7221","16-543"
"7222","16-1068"
"7223","16-1318"
"7224","16-1501"
"7225","16-1659"
"7226","16-1928"
"7227","16-2059"
"7228","16-2251"
"7229","15-30560"
"7230","15-31728"
"7231","09-3264-3"
"7232","16-447"
"7233","16-722"
"7234","16-1135"
"7235","16-1359"
"7236","16-1515"
"7237","16-1669"
"7238","16-1936"
"7239","16-2107"
"7240","16-2255"
"7241","16-2332"
"7242","16-2530"
"7243","16-2767"
"7244","16-3041"
"7245","16-3177"
"7246","16-3442"
"7247","16-3737"
"7248","16-4216"
"7249","16-4625"
"7250","16-4811"
"7251","16-4872"
"7252","16-2334"
"7253","16-2561"
"7254","16-2776"
"7255","16-3050"
"7256","16-3242"
"7257","16-3478"
"7258","16-4326"
"7259","16-4631"
"7260","16-4817"
"7261","16-4875"
"7262","16-2260"
"7263","16-2336"
"7264","16-2570"
"7265","16-2810"
"7266","16-3061"
"7267","16-3265"
"7268","16-3504"
"7269","16-4139"
"7270","16-4331"
"7271","16-4676"
"7272","16-4902"
"7273","16-2212"
"7274","16-2342"
"7275","16-2706"
"7276","16-2819"
"7277","16-3118"
"7278","16-3270"
"7279","16-3541"
"7280","16-4156"
"7281","16-4357"
"7282","16-4754"
"7283","16-4851"
"7284","16-4910"
"7285","16-2226"
"7286","16-2417"
"7287","16-2709"
"7288","16-2870"
"7289","16-3335"
"7290","16-3550"
"7291","16-4157"
"7292","16-4756"
"7293","16-4856"
"7294","16-4921"
"7295","16-2233"
"7296","16-2439"
"7297","16-2747"
"7298","16-2931"
"7299","16-3131"
"7300","16-3348"
"7301","16-3567"
"7302","16-4159"
"7303","16-4366"
"7304","16-4765"
"7305","16-4859"
"7306","16-4926"
"7307","16-2264"
"7308","16-2453"
"7309","16-2762"
"7310","16-2936"
"7311","16-3138"
"7312","16-3354"
"7313","16-3572"
"7314","16-4172"
"7315","16-4416"
"7316","16-4769"
"7317","16-4867"
"7318","16-4930"
"7319","16-2317"
"7320","16-2460"
"7321","16-2763"
"7322","16-3036"
"7323","16-3155"
"7324","16-3415"
"7325","16-3725"
"7326","16-4207"
"7327","16-4525"
"7328","16-4772"
"7329","16-4871"
"7330","16-4939"
"7331","16-5106"
"7332","16-5344"
"7333","16-5546"
"7334","16-5673"
"7335","16-5978"
"7336","16-6265"
"7337","16-6356"
"7338","16-6414"
"7339","16-6652"
"7340","16-6910"
"7341","16-7115"
"7342","16-5167"
"7343","16-5345"
"7344","16-5623"
"7345","16-5744"
"7346","16-6011"
"7347","16-6274"
"7348","16-6705"
"7349","16-6920"
"7350","16-4951"
"7351","16-5203"
"7352","16-5378"
"7353","16-6015"
"7354","16-6305"
"7355","16-6721"
"7356","16-6924"
"7357","16-7176"
"7358","16-4965"
"7359","16-5232"
"7360","16-5459"
"7361","16-5627"
"7362","16-5762"
"7363","16-6018"
"7364","16-6323"
"7365","16-6452"
"7366","16-6729"
"7367","16-6942"
"7368","16-7230"
"7369","16-4971"
"7370","16-5236"
"7371","16-5478"
"7372","16-5644"
"7373","16-5778"
"7374","16-6328"
"7375","16-6370"
"7376","16-6359"
"7377","16-7242"
"7378","16-5030"
"7379","16-5537"
"7380","16-5912"
"7381","16-6214"
"7382","16-6343"
"7383","16-6373"
"7384","16-6765"
"7385","16-7035"
"7386","16-7441"
"7387","16-5053"
"7388","16-5244"
"7389","16-5539"
"7390","16-5650"
"7391","16-6348"
"7392","16-6861"
"7393","16-7065"
"7394","16-7448"
"7395","16-5057"
"7396","16-5251"
"7397","16-5543"
"7398","16-5672"
"7399","16-5955"
"7400","16-6261"
"7401","16-6352"
"7402","16-6639"
"7403","16-6905"
"7404","16-7077"
"7405","16-7472"
"7406","16-7568"
"7407","16-7836"
"7408","16-7968"
"7409","16-8214"
"7410","16-8605"
"7411","16-8713"
"7412","16-8810"
"7413","16-8863"
"7414","16-9047"
"7415","16-9319"
"7416","16-9359"
"7417","16-7573"
"7418","16-7850"
"7419","16-8018"
"7420","16-8261"
"7421","16-8611"
"7422","16-8720"
"7423","16-9062"
"7424","16-9325"
"7425","16-9377"
"7426","16-7475"
"7427","16-7626"
"7428","16-7875"
"7429","16-8032"
"7430","16-8375"
"7431","16-8614"
"7432","16-8829"
"7433","16-8878"
"7434","16-9101"
"7435","16-9334"
"7436","16-9407"
"7437","16-7527"
"7438","16-7636"
"7439","16-7916"
"7440","16-8448"
"7441","16-8616"
"7442","16-8739"
"7443","16-8834"
"7444","16-8953"
"7445","16-9246"
"7446","16-9335"
"7447","16-9411"
"7448","16-7923"
"7449","16-8457"
"7450","16-8645"
"7451","16-8745"
"7452","16-8845"
"7453","16-8968"
"7454","16-9267"
"7455","16-9338"
"7456","16-9478"
"7457","16-7533"
"7458","16-8166"
"7459","16-8477"
"7460","16-8850"
"7461","16-8979"
"7462","16-9276"
"7463","16-9343"
"7464","16-9511"
"7465","16-7548"
"7466","16-7962"
"7467","16-8169"
"7468","16-9001"
"7469","16-9312"
"7470","16-9346"
"7471","16-9653"
"7472","16-7557"
"7473","16-7828"
"7474","16-7963"
"7475","16-8211"
"7476","16-8566"
"7477","16-8679"
"7478","16-8857"
"7479","16-9005"
"7480","16-9358"
"7481","16-9864"
"7482","16-11168"
"7483","16-11534"
"7484","16-12247"
"7485","16-10454"
"7486","16-10751"
"7487","16-11412"
"7488","16-12114"
"7489","16-12264"
"7490","16-11558"
"7491","16-10821"
"7492","16-9979"
"7493","16-10377"
"7494","16-10926"
"7495","16-11074"
"7496","16-11220"
"7497","16-12342"
"7498","16-10932"
"7499","16-10108"
"7500","16-10713"
"7501","16-10934"
"7502","16-12223"
"7503","16-12354"
"7504","16-11232"
"7505","16-11533"
"7506","16-11876"
"7507","16-12779"
"7508","16-12975"
"7509","16-13425"
"7510","16-13673"
"7511","16-13856"
"7512","16-14027"
"7513","16-14441"
"7514","16-14527"
"7515","16-14652"
"7516","16-14936"
"7517","16-12727"
"7518","16-12804"
"7519","16-13143"
"7520","16-13462"
"7521","16-13738"
"7522","16-13916"
"7523","16-14449"
"7524","16-14541"
"7525","16-14659"
"7526","16-14947"
"7527","16-12368"
"7528","16-12732"
"7529","16-12826"
"7530","16-13148"
"7531","16-13530"
"7532","16-13746"
"7533","16-13970"
"7534","16-14215"
"7535","16-14451"
"7536","16-14551"
"7537","16-14949"
"7538","16-12410"
"7539","16-12763"
"7540","16-12830"
"7541","16-13151"
"7542","16-13621"
"7543","16-13749"
"7544","16-13975"
"7545","16-14255"
"7546","16-14476"
"7547","16-14559"
"7548","16-14738"
"7549","16-14950"
"7550","16-12479"
"7551","16-12766"
"7552","16-12832"
"7553","16-13267"
"7554","16-13645"
"7555","16-13752"
"7556","16-14009"
"7557","16-14262"
"7558","16-14479"
"7559","16-14568"
"7560","16-14739"
"7561","16-14964"
"7562","16-12508"
"7563","16-12767"
"7564","16-12914"
"7565","16-13279"
"7566","16-13648"
"7567","16-13756"
"7568","16-14016"
"7569","16-14263"
"7570","16-14519"
"7571","16-14577"
"7572","16-14845"
"7573","16-14965"
"7574","16-12530"
"7575","16-12770"
"7576","16-12935"
"7577","16-13356"
"7578","16-13665"
"7579","16-13806"
"7580","16-14020"
"7581","16-14268"
"7582","16-14522"
"7583","16-14626"
"7584","16-14929"
"7585","16-14978"
"7586","16-12535"
"7587","16-12778"
"7588","16-12972"
"7589","16-13377"
"7590","16-13672"
"7591","16-13817"
"7592","16-14025"
"7593","16-14420"
"7594","16-14524"
"7595","16-14650"
"7596","16-14932"
"7597","16-15130"
"7598","16-15418"
"7599","16-15747"
"7600","16-15856"
"7601","16-16061"
"7602","16-16406"
"7603","16-16576"
"7604","16-16964"
"7605","16-17413"
"7606","16-17636"
"7607","16-15450"
"7608","16-15805"
"7609","16-15916"
"7610","16-16068"
"7611","16-16208"
"7612","16-16417"
"7613","16-16979"
"7614","16-17170"
"7615","16-17435"
"7616","16-17647"
"7617","16-16069"
"7618","16-16212"
"7619","16-16426"
"7620","16-16618"
"7621","16-17026"
"7622","16-17178"
"7623","16-17508"
"7624","16-17674"
"7625","16-15150"
"7626","16-15463"
"7627","16-15812"
"7628","16-15948"
"7629","16-16112"
"7630","16-16250"
"7631","16-16431"
"7632","16-16767"
"7633","16-17053"
"7634","16-17206"
"7635","16-17533"
"7636","16-17676"
"7637","16-15170"
"7638","16-15527"
"7639","16-15822"
"7640","16-15957"
"7641","16-16113"
"7642","16-16314"
"7643","16-16508"
"7644","16-16803"
"7645","16-17107"
"7646","16-17208"
"7647","16-17548"
"7648","16-17678"
"7649","16-15217"
"7650","16-15542"
"7651","16-15849"
"7652","16-15968"
"7653","16-16131"
"7654","16-16323"
"7655","16-16529"
"7656","16-16843"
"7657","16-17135"
"7658","16-17222"
"7659","16-17568"
"7660","16-17704"
"7661","16-15313"
"7662","16-15715"
"7663","16-15854"
"7664","16-16054"
"7665","16-16133"
"7666","16-16345"
"7667","16-16530"
"7668","16-17141"
"7669","16-17246"
"7670","16-17728"
"7671","16-15404"
"7672","16-15721"
"7673","16-15855"
"7674","16-16055"
"7675","16-16148"
"7676","16-16348"
"7677","16-16546"
"7678","16-16951"
"7679","16-17160"
"7680","16-17375"
"7681","16-17635"
"7682","16-17736"
"7683","16-17838"
"7684","16-18128"
"7685","16-18403"
"7686","16-18515"
"7687","16-18617"
"7688","16-18738"
"7689","16-18922"
"7690","16-19074"
"7691","16-19268"
"7692","16-19451"
"7693","16-19838"
"7694","16-18138"
"7695","16-18412"
"7696","16-18522"
"7697","16-18744"
"7698","16-18972"
"7699","16-19106"
"7700","16-19315"
"7701","16-19455"
"7702","16-19860"
"7703","16-17916"
"7704","16-18226"
"7705","16-18420"
"7706","16-18523"
"7707","16-18656"
"7708","16-18750"
"7709","16-18976"
"7710","16-19127"
"7711","16-19346"
"7712","16-19473"
"7713","16-19912"
"7714","16-18020"
"7715","16-18244"
"7716","16-18444"
"7717","16-18525"
"7718","16-18657"
"7719","16-18761"
"7720","16-19012"
"7721","16-19131"
"7722","16-19352"
"7723","16-19474"
"7724","16-19939"
"7725","16-17752"
"7726","16-18051"
"7727","16-18271"
"7728","16-18445"
"7729","16-18528"
"7730","16-18661"
"7731","16-18815"
"7732","16-19018"
"7733","16-19146"
"7734","16-19355"
"7735","16-19516"
"7736","16-19971"
"7737","16-17759"
"7738","16-18059"
"7739","16-18304"
"7740","16-18448"
"7741","16-18537"
"7742","16-18672"
"7743","16-18834"
"7744","16-19039"
"7745","16-19211"
"7746","16-19358"
